"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-04",,,,,,,"6",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.65",",,N,19,",,,,,,,,,,,,,,,,,,,"0.99",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-05",,,,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"13.44",",,N,16,",,,,,,,,,,,,,,,,,,,"15.30",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-06",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.06",",,N,04,",,,,,,,,,,,,,,,,,,,"2.05",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-07",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.22",",,N,20,",,,,,,,,,,,,,,,,,,,"0.22",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-08",,,,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.75",",,N,30,",,,,,,,,,,,,,,,,,,,"1.94",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-09",,,,,,,"7","3,N","6","3,N",,,,,,,,,,,,,,,,,,,,,"3.03","3,,N,26,",,,,,,,,,,,,,,,,,,,"6.62","3,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-10",,,,,,,"4","2,N","0","2,N",,,,,,,,,,,,,,,,,,,,,"0.08","2,,N,28,",,,,,,,,,,,,,,,,,,,"0.18","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-11",,,,,,,"6","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"1.05","1,,N,06,",,,,,,,,,,,,,,,,,,,"3.25","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2016-12",,,,,,,"8","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"0.20","1,,N,05,",,,,,,,,,,,,,,,,,,,"0.69","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-01",,,,,,,"6","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.10","1,,N,19,+",,,,,,,,,,,,,,,,,,,"0.30","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-02",,,,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.55",",,N,20,",,,,,,,,,,,,,,,,,,,"1.35",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-03",,,,,,,"10",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"2.21",",,N,11,",,,,,,,,,,,,,,,,,,,"3.80",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-04",,,,,,,"4","1,N","1","1,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","1.16","1,,N,12,",,,,,,,,,,,,,,,,,,,"1.33","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-05",,,,,,,"7",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"3.02",",,N,29,",,,,,,,,,,,,,,,,,,,"4.23",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-06",,,,,,,"8",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"0.72",",,N,28,",,,,,,,,,,,,,,,,,,,"3.32",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-07",,,,,,,"2","1,N","2","1,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.11","1,,N,07,",,,,,,,,,,,,,,,,,,,"0.21","1,,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-08",,,,,,,"5","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"3.02","1,,N,26,",,,,,,,,,,,,,,,,,,,"3.68","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-09",,,,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.49",",,N,22,",,,,,,,,,,,,,,,,,,,"0.82",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-10",,,,,,,"3",",N","3",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.48",",,N,04,",,,,,,,,,,,,,,,,,,,"1.13",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-11",,,,,,,"4",",N","2",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.24",",,N,13,",,,,,,,,,,,,,,,,,,,"0.37",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2017-12",,,,,,,"16",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.39",",,N,08,",,,,,,,,,,,,,,,,,,,"3.32",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-01",,,,,,,"6","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"1.78","1,,N,28,",,,,,,,,,,,,,,,,,,,"2.03","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-02",,,,,,,"7","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"0.27","1,,N,10,",,,,,,,,,,,,,,,,,,,"0.71","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-03",,,,,,,"4",",N","3",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.94",",,N,29,",,,,,,,,,,,,,,,,,,,"1.90",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-04",,,,,,,"5","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.10","1,,N,26,+",,,,,,,,,,,,,,,,,,,"0.31","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-05",,,,,,,"3",",N","2",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.37",",,N,21,",,,,,,,,,,,,,,,,,,,"0.67",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-06",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"6.20",",,N,20,",,,,,,,,,,,,,,,,,,,"10.93",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-07",,,,,,,"4",",N","4",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","3.14",",,N,08,",,,,,,,,,,,,,,,,,,,"4.68",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-08",,,,,,,"2","1,N","0","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.08","1,,N,01,",,,,,,,,,,,,,,,,,,,"0.09","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-09",,,,,,,"17","2,N","13","2,N",,,,,,,,,,,,,,,,,,,,,"4.25","2,,N,16,",,,,,,,,,,,,,,,,,,,"21.29","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-10",,,,,,,"17",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.22",",,N,19,",,,,,,,,,,,,,,,,,,,"3.13",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-11",,,,,,,"7","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"2.25","1,,N,19,",,,,,,,,,,,,,,,,,,,"4.09","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2018-12",,,,,,,"4",",N","1",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.30",",,N,08,",,,,,,,,,,,,,,,,,,,"0.41",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-01",,,,,,,"11",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.66",",,N,16,",,,,,,,,,,,,,,,,,,,"2.33",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-02",,,,,,,"13",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.28",",,N,03,",,,,,,,,,,,,,,,,,,,"0.85",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-03",,,,,,,"10",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.48",",,N,31,",,,,,,,,,,,,,,,,,,,"0.83",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-04",,,,,,,"7",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"1.16",",,N,18,",,,,,,,,,,,,,,,,,,,"2.12",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-05",,,,,,,"7","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"7.66","2,,N,10,",,,,,,,,,,,,,,,,,,,"10.71","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-06",,,,,,,"7","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"1.65","1,,N,05,",,,,,,,,,,,,,,,,,,,"2.71","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-08",,,,,,,"2",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.06",",,N,26,",,,,,,,,,,,,,,,,,,,"0.08",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-09",,,,,,,"9",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"2.03",",,N,05,",,,,,,,,,,,,,,,,,,,"3.76",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-10",,,,,,,"6","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.51","1,,N,31,",,,,,,,,,,,,,,,,,,,"0.84","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-11",,,,,,,"8","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"1.85","1,,N,12,",,,,,,,,,,,,,,,,,,,"2.72","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2019-12",,,,,,,"3","2,N","2","2,N",,,,,,,,,,,,,,,,,,,,,"3.85","2,,N,21,",,,,,,,,,,,,,,,,,,,"4.03","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-01",,,,,,,"7","5,N","3","5,N",,,,,,,,,,,,,,,,,,,,,"0.48","5,,N,02,",,,,,,,,,,,,,,,,,,,"0.95","5,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-04",,,,,,,"9","2,N","3","2,N",,,,,,,,,,,,,,,,,,,,,"0.33","2,,N,04,",,,,,,,,,,,,,,,,,,,"0.78","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-05",,,,,,,"8","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"1.63","1,,N,16,",,,,,,,,,,,,,,,,,,,"4.49","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-06",,,,,,,"8",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"3.67",",,N,25,",,,,,,,,,,,,,,,,,,,"9.62",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-07",,,,,,,"3","5,N","3","5,N",,,,,,,,,,,,,,,,,,,,,"2.62","5,,N,26,",,,,,,,,,,,,,,,,,,,"3.22","5,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-08",,,,,,,"2","5,N","0","5,N",,,,,,,,,,,,,,,,,,,,,"0.03","5,,N,24,",,,,,,,,,,,,,,,,,,,"0.05","5,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-09",,,,,,,"8",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.64",",,N,05,",,,,,,,,,,,,,,,,,,,"1.88",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2020-11",,,,,,,"3",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","1.17",",,N,29,",,,,,,,,,,,,,,,,,,,"2.35",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2021-01",,,,,,,"5","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"3.10","1,,N,11,",,,,,,,,,,,,,,,,,,,"3.99","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2021-02",,,,,,,"6","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.20","1,,N,17,",,,,,,,,,,,,,,,,,,,"0.42","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0010","FLOUR BLUFF 1.6 SW, TX US","27.661316","-97.303112","5.2","2021-03",,,,,,,"5","2,N","3","2,N",,,,,,,,,,,,,,,,,,,,,"0.18","2,,N,29,",,,,,,,,,,,,,,,,,,,"0.44","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2021-08",,,,,,,"8","2,N","2","2,N",,,,,,,,,,,,,,,,,,,,,"0.50","2,,N,28,",,,,,,,,,,,,,,,,,,,"1.03","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2021-09",,,,,,,"6","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"3.42","2,,N,30,",,,,,,,,,,,,,,,,,,,"5.34","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2021-11",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.96",",,N,26,",,,,,,,,,,,,,,,,,,,"1.37",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2021-12",,,,,,,"6","3,N","1","3,N",,,,,,,,,,,,,,,,,,,,,"0.21","3,,N,20,",,,,,,,,,,,,,,,,,,,"0.33","3,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-03",,,,,,,"4","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.11","2,,N,12,",,,,,,,,,,,,,,,,,,,"0.21","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-04",,,,,,,"7","1,N","0","1,N",,,,,,,,,,,,,,,,,,,,,"0.04","1,,N,21,",,,,,,,,,,,,,,,,,,,"0.16","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-05",,,,,,,"3",",N","3",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.81",",,N,25,",,,,,,,,,,,,,,,,,,,"1.47",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-06",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.30",",,N,19,",,,,,,,,,,,,,,,,,,,"0.30",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-07",,,,,,,"1",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.01",",,N,01,",,,,,,,,,,,,,,,,,,,"0.01",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-08",,,,,,,"6","2,N","5","2,N",,,,,,,,,,,,,,,,,,,,,"2.88","2,,N,15,",,,,,,,,,,,,,,,,,,,"5.13","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-10",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"2.01",",,N,18,",,,,,,,,,,,,,,,,,,,"2.37",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.76","5,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2022-12",,,,,,,"9","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"1.06","1,,N,20,",,,,,,,,,,,,,,,,,,,"2.09","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2023-01",,,,,,,"5",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.08",",,N,28,",,,,,,,,,,,,,,,,,,,"0.17",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2023-05",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.17",",,N,14,+",,,,,,,,,,,,,,,,,,,"0.50",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2023-06",,,,,,,"1",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","2.43",",,N,06,",,,,,,,,,,,,,,,,,,,"2.43",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2023-07",,,,,,,"0","3,N","0","3,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.00","3,,N,31,+",,,,,,,,,,,,,,,,,,,"0.00","3,,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2023-08",,,,,,,"1","1,N","1","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.83","1,,N,22,",,,,,,,,,,,,,,,,,,,"0.83","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0098","CORPUS CHRISTI 7.8 SSE, TX US","27.603735","-97.238161","0.6","2023-09",,,,,,,"1","3,N","1","3,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","1.06","3,,N,16,",,,,,,,,,,,,,,,,,,,"1.06","3,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-01",,,,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"2.35",",,N,11,",,,,,,,,,,,,,,,,,,,"3.57",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-02",,,,,,,"7",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.23",",,N,17,",,,,,,,,,,,,,,,,,,,"0.48",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-03",,,,,,,"5",",N","3",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.48",",,N,02,",,,,,,,,,,,,,,,,,,,"0.84",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-04",,,,,,,"4",",N","2",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+","1.02",",,N,30,",,,,,,,,,,,,,,,,,,,"1.61",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-05",,,,,,,"13",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"4.16",",,N,20,",,,,,,,,,,,,,,,,,,,"14.42",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-06",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.77",",,N,23,",,,,,,,,,,,,,,,,,,,"5.02",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-07",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"4.41",",,N,08,",,,,,,,,,,,,,,,,,,,"11.73",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-08",,,,,,,"9",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.60",",,N,27,",,,,,,,,,,,,,,,,,,,"1.95",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-09",,,,,,,"3",",N","3",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","2.78",",,N,13,",,,,,,,,,,,,,,,,,,,"3.24",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-10",,,,,,,"2",",N","2",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","2.32",",,N,15,",,,,,,,,,,,,,,,,,,,"2.93",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-11",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.12",",,N,04,",,,,,,,,,,,,,,,,,,,"0.12",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1TXNU0053","CORPUS CHRISTI 3.4 WSW, TX US","27.685976","-97.3436432","4.3","2021-12",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.00",",T,N,07,",,,,,,,,,,,,,,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,,,,,,,,,
